CleRegle;NomRegle;Severite;NomLangage;TypeRegle;Etiquette
objc:S986;offsetof macro from <stddef.h> should not be used;CRITICAL;Objective-C;CODE_SMELL;{misra-c++2008,misra-c2004,suspicious}
objc:S989;atof, atoi and atol from <stdlib.h> should not be used;CRITICAL;Objective-C;BUG;{based-on-misra,cert}
objc:S109;Magic numbers should not be used;MAJOR;Objective-C;CODE_SMELL;{brain-overload}
plsql:OrderByColumnNumberCheck;Column names should be used in a SQL ORDER BY clause;MAJOR;PL/SQL;CODE_SMELL;{sql}
plsql:ForLoopUsageCheck;Collections should not be iterated in FOR loops;CRITICAL;PL/SQL;BUG;{}
plsql:LabelSubBlock;Nested blocks should be labeled;MAJOR;PL/SQL;CODE_SMELL;{style}
plsql:PlSql.FileComplexity;Files should not be too complex;MAJOR;PL/SQL;CODE_SMELL;{}
plsql:AvoidGroupByClauseCheck;GROUP BY should not be used in SQL SELECT statements;MAJOR;PL/SQL;CODE_SMELL;{brain-overload,performance,sql}
plsql:FunctionOutParametersCheck;FUNCTIONS should not have OUT parameters;MAJOR;PL/SQL;CODE_SMELL;{pitfall,suspicious}
plsql:PositionalAndNamedArgumentMixCheck;Positional and named arguments should not be mixed in invocations;CRITICAL;PL/SQL;BUG;{}
plsql:NaturalJoinUsageCheck;NATURAL JOIN queries should not be used;MAJOR;PL/SQL;CODE_SMELL;{design,sql}
plsql:SysOwnedFunctions;Sensitive SYS owned functions should not be used;CRITICAL;PL/SQL;VULNERABILITY;{cwe}
plsql:S1110;Redundant pairs of parentheses should be removed;MAJOR;PL/SQL;CODE_SMELL;{confusing}
plsql:SingleLineCommentsSyntaxCheck;Single line comments should start with --;MINOR;PL/SQL;CODE_SMELL;{convention}
plsql:PipelinedFunctionsWithoutPipeRow;Pipelined functions should have at least one PIPE ROW statement and not return an expression (PLS-00633);BLOCKER;PL/SQL;BUG;{}
plsql:NamingObjectAttribute;Object attributes should comply with a naming convention;MINOR;PL/SQL;CODE_SMELL;{convention}
plsql:PlSql.Goto;GOTO statements should not be used;MAJOR;PL/SQL;CODE_SMELL;{brain-overload,misra}
plsql:BlockUnlabeledEndCheck;END statements of labeled blocks should be labeled;MAJOR;PL/SQL;CODE_SMELL;{style}
plsql:BlockMissingSemicolonCheck;Block labels should appear on the same lines as END;CRITICAL;PL/SQL;CODE_SMELL;{convention}
plsql:MlslabelDatatypeUsageCheck;MLSLABEL should not be used;MAJOR;PL/SQL;BUG;{obsolete}
squid:S1314;Octal values should not be used;BLOCKER;Java;CODE_SMELL;{based-on-misra,cert,pitfall}
cpp:S5302;A pointer to a virtual base class shall only be cast to a pointer to a derived class by means of dynamic_cast;BLOCKER;C++;BUG;{misra-c++2008}
abap:S1764;Identical expressions should not be used on both sides of a binary operator;MAJOR;ABAP;BUG;{cert}
abap:S1655;FORM... ENDFORM and PERFORM should not be used;MAJOR;ABAP;CODE_SMELL;{}
abap:S1487;SYSTEM-CALL statement should not be used;MAJOR;ABAP;CODE_SMELL;{}
squid:NoSonar;Track uses of NOSONAR comments;MAJOR;Java;CODE_SMELL;{bad-practice}
squid:S1774;The ternary operator should not be used;MAJOR;Java;CODE_SMELL;{brain-overload}
cobol:S1755;Files should not contain too many sections;MAJOR;COBOL;CODE_SMELL;{brain-overload}
tsql:S4054;Queries that use TOP should have an ORDER BY;MAJOR;T-SQL;BUG;{sql}
cpp:S3590;Stack allocated memory should not be freed;BLOCKER;C++;BUG;{unpredictable}
pli:ParseError;Track parsing failures;MAJOR;PL/I;CODE_SMELL;{suspicious}
rpg:S2024;Standard language features should be in upper case;MINOR;RPG;CODE_SMELL;{convention}
c:S1186;Methods should not be empty;CRITICAL;C;CODE_SMELL;{suspicious}
cpp:S3230;Initialization lists should be used;MAJOR;C++;CODE_SMELL;{performance}
typescript:S109;Magic numbers should not be used;MAJOR;TypeScript;CODE_SMELL;{brain-overload}
typescript:S3981;Collection sizes and array length comparisons should make sense;MAJOR;TypeScript;BUG;{}
flex:S1467;Constructors should not dispatch events;MAJOR;Flex;BUG;{}
common-rpg:SkippedUnitTests;Skipped unit tests should be either removed or fixed;MAJOR;RPG;CODE_SMELL;{pitfall}
common-rpg:DuplicatedBlocks;Source files should not have any duplicated blocks;MAJOR;RPG;CODE_SMELL;{pitfall}
common-rpg:InsufficientCommentDensity;Source files should have a sufficient density of comment lines;MAJOR;RPG;CODE_SMELL;{convention}
plsql:VariableRedeclaration;Variables should be declared only once in a scope;BLOCKER;PL/SQL;BUG;{}
plsql:OverridePredefinedExceptionCheck;Predefined exceptions should not be overridden;BLOCKER;PL/SQL;BUG;{}
plsql:S1479;CASE structures should not have too many WHEN clauses;MAJOR;PL/SQL;CODE_SMELL;{brain-overload}
plsql:BackwardsGoto;GOTO should not be used to jump backwards;BLOCKER;PL/SQL;CODE_SMELL;{misra,pitfall}
plsql:CommentRegularExpressionCheckPlSql;Track comments matching a regular expression;MAJOR;PL/SQL;CODE_SMELL;{}
plsql:ParameterExplicitInCheck;Parameter IN mode should be specified explicitly;MINOR;PL/SQL;CODE_SMELL;{convention}
plsql:PlSql.FunctionAndProcedureExcessiveParameters;Functions and procedures should not have too many parameters;MAJOR;PL/SQL;CODE_SMELL;{brain-overload}
plsql:InvalidConstrainCheck;Constraints should not be applied to types that cannot be constrained;BLOCKER;PL/SQL;BUG;{}
plsql:S1192;String literals should not be duplicated;CRITICAL;PL/SQL;CODE_SMELL;{design}
plsql:LoopAvoidSimpleLoopCheck;LOOP ... END LOOP constructs should be avoided;CRITICAL;PL/SQL;CODE_SMELL;{pitfall}
plsql:S4062;ROWNUM should not be used at the same query level as ORDER BY;MAJOR;PL/SQL;BUG;{sql}
plsql:S1126;Return of boolean expressions should not be wrapped into an if-then-else statement;MINOR;PL/SQL;CODE_SMELL;{clumsy}
plsql:NameReusedInInnerScope;Labels should not be reused in inner scopes;MAJOR;PL/SQL;CODE_SMELL;{pitfall}
plsql:Notfound;cursor%NOTFOUND should be used instead of NOT cursor%FOUND;MINOR;PL/SQL;CODE_SMELL;{clumsy}
plsql:NumberWithoutPrecisionCheck;NUMBER variables should be declared with precision;MAJOR;PL/SQL;CODE_SMELL;{performance}
plsql:CompoundTriggerDefinesSingleTrigger;Compound triggers should define at least two triggers;MAJOR;PL/SQL;CODE_SMELL;{clumsy}
plsql:LabelStartEndMatchLoopCheck;Loop start and end labels should match;BLOCKER;PL/SQL;CODE_SMELL;{confusing}
plsql:PlSql.ParsingError;Track parsing failures;MAJOR;PL/SQL;CODE_SMELL;{suspicious}
plsql:CharVarchar;VARCHAR2 and NVARCHAR2 should be used;MAJOR;PL/SQL;BUG;{}
plsql:SelectStarCheck;Columns to be read with a SELECT statement should be clearly defined;MAJOR;PL/SQL;CODE_SMELL;{performance,sql}
plsql:UpperCaseReservedWordsCheck;Reserved words should be written in upper case;MINOR;PL/SQL;CODE_SMELL;{convention}
plsql:ComplexIfShouldBeReplacedByCase;CASE should be used for sequences of simple tests;MINOR;PL/SQL;CODE_SMELL;{clumsy}
plsql:S1481;Unused local variables should be removed;MINOR;PL/SQL;CODE_SMELL;{unused}
plsql:TablesShouldBeAliasedCheck;Tables should be aliased;MAJOR;PL/SQL;CODE_SMELL;{brain-overload,sql}
plsql:S1573;Explicitly opened cursors should be closed;MINOR;PL/SQL;BUG;{cwe,sql}
plsql:S1739;LIKE clauses should not start with wildcard characters;MAJOR;PL/SQL;CODE_SMELL;{performance,sql}
plsql:PlSql.FunctionAndProcedureComplexity;Functions and procedures should not be too complex;CRITICAL;PL/SQL;CODE_SMELL;{brain-overload}
plsql:S1615;Constraint names should comply with a naming convention;MINOR;PL/SQL;CODE_SMELL;{convention}
plsql:NamingRecordField;Record fields should comply with a naming convention;MINOR;PL/SQL;CODE_SMELL;{convention}
plsql:InItemsCountCheck;Large item lists should not be used with IN clauses;MAJOR;PL/SQL;CODE_SMELL;{pitfall,sql}
plsql:DecodeFunctionUsageCheck;CASE should be used rather than DECODE;MAJOR;PL/SQL;CODE_SMELL;{obsolete}
plsql:NestedIf;IF statements should not be nested too deeply;CRITICAL;PL/SQL;CODE_SMELL;{brain-overload}
plsql:NamingTypesCheck;Types should follow a naming convention;MINOR;PL/SQL;CODE_SMELL;{convention}
plsql:ProcedureWithoutParametersCheck;Procedures should have parameters;MAJOR;PL/SQL;CODE_SMELL;{design}
plsql:BadRaiseApplicationErrorUsageCheck;RAISE_APPLICATION_ERROR should only be used with error codes from -20,000 to -20,999;BLOCKER;PL/SQL;BUG;{error-handling}
plsql:S1614;A primary key should be specified during table creation;BLOCKER;PL/SQL;CODE_SMELL;{suspicious}
plsql:UseAsForColumnAliasesCheck;Column aliases should be defined using AS;MAJOR;PL/SQL;CODE_SMELL;{pitfall}
plsql:NamingExceptionsCheck;Exceptions should follow a naming convention;MINOR;PL/SQL;CODE_SMELL;{convention}
plsql:JoinConditionNumberCheck;SQL statements should not join too many tables;MAJOR;PL/SQL;CODE_SMELL;{brain-overload,performance,sql}
plsql:GotoInLoopCheck;GOTO should not be used within loops;MAJOR;PL/SQL;CODE_SMELL;{pitfall}
plsql:NoSonarCheck;Track uses of NOSONAR comments;MAJOR;PL/SQL;CODE_SMELL;{bad-practice}
plsql:UseForallStatementCheck;FORALL should be used;MAJOR;PL/SQL;CODE_SMELL;{performance}
plsql:StandaloneProcAndFuncCheck;Procedures and functions should be encapsulated in packages;MAJOR;PL/SQL;CODE_SMELL;{brain-overload}
plsql:SelectListSizeCheck;Queries should not SELECT too many columns;MAJOR;PL/SQL;CODE_SMELL;{brain-overload,sql}
plsql:SimpleIntegerPlsIntegerCheck;SIMPLE_INTEGER should be used instead of PLS_INTEGER;MAJOR;PL/SQL;CODE_SMELL;{error-handling,performance}
plsql:TriggerOfConditionsCheck;DML events clauses should not include multiple OF clauses;MAJOR;PL/SQL;BUG;{}
plsql:S3921;Strings should only be moved to variables or columns which are large enough to hold them;MAJOR;PL/SQL;BUG;{cwe}
plsql:PreferExecuteImmediateToDbmsSqlCheck;EXECUTE IMMEDIATE should be used instead of DBMS_SQL procedure calls;MAJOR;PL/SQL;CODE_SMELL;{clumsy}
plsql:SizeConstraintMissingCheck;Size should be specified for string variables;BLOCKER;PL/SQL;BUG;{}
plsql:OneStatementPerLineCheck;Statements should be on separate lines;MAJOR;PL/SQL;CODE_SMELL;{style}
plsql:InitializeWithNullCheck;Variables should not be initialized with NULL;MINOR;PL/SQL;CODE_SMELL;{clumsy}
plsql:MagicLiteral;Magic literals should not be used;MAJOR;PL/SQL;CODE_SMELL;{brain-overload}
plsql:FullOuterJoinCheck;FULL OUTER JOINS should be used with caution;MAJOR;PL/SQL;CODE_SMELL;{pitfall,sql}
plsql:LabelStartEndMatchBlockCheck;Block start and end labels should match;BLOCKER;PL/SQL;CODE_SMELL;{confusing}
plsql:ColumnsShouldBeAliasedCheck;Columns should be aliased;MAJOR;PL/SQL;CODE_SMELL;{design,sql}
plsql:S3633;WHERE clause conditions should not be contradictory;MAJOR;PL/SQL;BUG;{sql}
plsql:ReturnInLoop;RETURN should not be used from within a loop;MAJOR;PL/SQL;CODE_SMELL;{}
plsql:MagicNumber;Magic numbers should not be used;MAJOR;PL/SQL;CODE_SMELL;{brain-overload}
plsql:ImproperConstraintUsageCheck;Improper constraint forms should not be used;BLOCKER;PL/SQL;BUG;{}
plsql:NullComparison;NULL should not be compared directly;MAJOR;PL/SQL;BUG;{sql}
plsql:LongCheck;Deprecated LONG and LONG RAW datatypes should no longer be used;MAJOR;PL/SQL;CODE_SMELL;{obsolete}
plsql:ExecuteImmediateTrapExceptionsCheck;Blocks containing EXECUTE IMMEDIATE should trap all exceptions;CRITICAL;PL/SQL;CODE_SMELL;{error-handling}
plsql:AnchoredTypeConstrainCheck;Anchored types should not be constrained;BLOCKER;PL/SQL;BUG;{}
plsql:OrderByExplicitAscCheck;An ORDER BY direction should be specified explicitly;MINOR;PL/SQL;CODE_SMELL;{confusing,sql}
plsql:NamingVariablesCheck;Variables should comply with a naming convention;MINOR;PL/SQL;CODE_SMELL;{convention}
plsql:NamingCursorParametersCheck;Cursor parameters should follow a naming convention;MINOR;PL/SQL;CODE_SMELL;{convention}
plsql:LoopUnlabeledExitCheck;In labeled loops EXIT should exit the label;MAJOR;PL/SQL;CODE_SMELL;{pitfall}
plsql:TriggerCommitRollbackCheck;COMMIT and ROLLBACK should not be called from non-autonomous transaction triggers;CRITICAL;PL/SQL;BUG;{}
plsql:MultiLineCommentFormatCheck;Lines in a multiline comment should start with *;MINOR;PL/SQL;CODE_SMELL;{convention}
plsql:ConstantDeclarationWithoutInitializationCheck;Constant declarations should contain initialization assignments;BLOCKER;PL/SQL;BUG;{}
plsql:PlSql.UseWhenOthers;WHEN OTHERS clauses should be used for exception handling;CRITICAL;PL/SQL;CODE_SMELL;{cert,cwe,error-handling,misra}
plsql:FunctionResultCacheCheck;RESULT_CACHE should not be used;MAJOR;PL/SQL;CODE_SMELL;{performance}
plsql:NamingConstantsCheck;Constant names should comply with a naming convention;CRITICAL;PL/SQL;CODE_SMELL;{convention}
plsql:ForallStatementShouldUseSaveExceptionsClause;FORALL statements should use the SAVE EXCEPTIONS clause;BLOCKER;PL/SQL;BUG;{}
plsql:PlSql.CreateFunctionAndCreateProcedureDocumented;Procedures and functions should be documented;MAJOR;PL/SQL;CODE_SMELL;{}
plsql:FormatErrorStackAndBacktraceUsedAlongside;DBMS_UTILITY.FORMAT_ERROR_STACK and FORMAT_ERROR_BACKTRACE should be used together;MINOR;PL/SQL;CODE_SMELL;{error-reporting}
plsql:DbmsOutputPutLineCallCheck;DBMS_OUTPUT.PUT_LINE should not be used;CRITICAL;PL/SQL;CODE_SMELL;{bad-practice}
plsql:ReturnInInitializationSectionCheck;PACKAGE BODY initialization sections should not contain RETURN statements;MAJOR;PL/SQL;BUG;{unused}
plsql:OracleJoinOperatorUsageCheck;Oracle's join operator (+) should not be used;MINOR;PL/SQL;CODE_SMELL;{lock-in,sql}
plsql:WhenOthersAsOnlyExceptionHandlerCheck;WHEN OTHERS should not be the only exception handler;CRITICAL;PL/SQL;CODE_SMELL;{cwe,error-handling}
plsql:S1151;WHEN clauses should not have too many lines;MAJOR;PL/SQL;CODE_SMELL;{brain-overload}
plsql:VarcharUsageCheck;VARCHAR2 should be used;MAJOR;PL/SQL;CODE_SMELL;{lock-in}
plsql:CreateOrReplaceCheck;CREATE OR REPLACE should be used instead of CREATE;CRITICAL;PL/SQL;CODE_SMELL;{bad-practice}
plsql:CustomExceptionInitCheck;EXCEPTION_INIT -20,NNN calls should be centralized;CRITICAL;PL/SQL;CODE_SMELL;{design}
plsql:FunctionLastStatementReturnCheck;Functions should end with RETURN statements;CRITICAL;PL/SQL;BUG;{pitfall}
plsql:VariableInPackageSpecificationCheck;Global public variables should not be defined;BLOCKER;PL/SQL;CODE_SMELL;{design}
plsql:NestedSubqueriesCheck;Nested subqueries should be avoided;MAJOR;PL/SQL;CODE_SMELL;{performance,sql}
plsql:LabeledNestedLoopsCheck;Nested loops should be labeled;MAJOR;PL/SQL;CODE_SMELL;{confusing,style}
plsql:ReliesOnClauseUsage;The RELIES_ON clause should not be used;MINOR;PL/SQL;CODE_SMELL;{obsolete}
plsql:WeakRefCursorCheck;Weak REF CURSOR types should not be used;CRITICAL;PL/SQL;CODE_SMELL;{design}
plsql:ExitInLoop;EXIT should not be used in loops;MINOR;PL/SQL;CODE_SMELL;{bad-practice,misra}
plsql:LowerCaseReservedWordsCheck;Reserved words should be written in lower case;MINOR;PL/SQL;CODE_SMELL;{convention}
plsql:LoopUnlabeledEndCheck;END statements of labeled loops should be labeled;MAJOR;PL/SQL;CODE_SMELL;{pitfall,style}
plsql:S139;Comments should not be located at the end of lines of code;MINOR;PL/SQL;CODE_SMELL;{convention}
plsql:BooleanLiteralComparisonCheck;Boolean literals should not be redundant;MINOR;PL/SQL;CODE_SMELL;{clumsy}
common-ts:FailedUnitTests;Failed unit tests should be fixed;MAJOR;TypeScript;BUG;{}
common-ts:SkippedUnitTests;Skipped unit tests should be either removed or fixed;MAJOR;TypeScript;CODE_SMELL;{pitfall}
common-ts:DuplicatedBlocks;Source files should not have any duplicated blocks;MAJOR;TypeScript;CODE_SMELL;{pitfall}
common-ts:InsufficientCommentDensity;Source files should have a sufficient density of comment lines;MAJOR;TypeScript;CODE_SMELL;{convention}
common-ts:InsufficientLineCoverage;Lines should have sufficient coverage by tests;MAJOR;TypeScript;CODE_SMELL;{bad-practice}
common-ts:InsufficientBranchCoverage;Branches should have sufficient coverage by tests;MAJOR;TypeScript;CODE_SMELL;{bad-practice}
common-plsql:InsufficientLineCoverage;Lines should have sufficient coverage by tests;MAJOR;PL/SQL;CODE_SMELL;{bad-practice}
common-plsql:InsufficientBranchCoverage;Branches should have sufficient coverage by tests;MAJOR;PL/SQL;CODE_SMELL;{bad-practice}
common-cpp:InsufficientLineCoverage;Lines should have sufficient coverage by tests;MAJOR;C++;CODE_SMELL;{bad-practice}
